"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"1640","2010-06-28",24,9,12,3,4,4,1,6,6,3
"1641","2010-06-29",19,8,9,2,4,3,1,5,4,2
"1642","2010-06-30",13,7,3,3,3,4,0,3,0,3
"1643","2010-07-01",20,10,8,2,6,3,1,4,4,2
"1644","2010-07-02",25,8,13,4,3,2,3,6,7,4
"1645","2010-07-03",25,13,9,3,9,3,1,5,4,3
"1646","2010-07-04",21,6,11,4,1,5,0,6,5,4
"1647","2010-07-05",19,10,8,1,4,6,0,5,3,1
"1648","2010-07-06",26,15,9,2,8,3,4,6,3,2
"1649","2010-07-07",19,7,10,2,3,4,0,1,9,2
"1650","2010-07-08",21,11,8,2,7,2,2,2,6,2
"1651","2010-07-09",27,16,9,2,6,8,2,5,4,2
"1652","2010-07-10",22,16,5,1,4,7,5,3,2,1
"1653","2010-07-11",38,25,12,1,14,5,6,6,6,1
"1654","2010-07-12",19,8,9,2,1,5,2,2,7,2
"1655","2010-07-13",28,14,12,2,8,6,0,7,5,2
"1656","2010-07-14",19,8,11,0,3,4,1,7,4,0
"1657","2010-07-15",14,9,4,1,5,2,2,4,0,1
"1658","2010-07-16",31,16,13,2,5,7,4,5,8,2
"1659","2010-07-17",15,9,5,1,3,4,2,3,2,1
"1660","2010-07-18",23,6,13,4,3,2,1,2,11,4
"1661","2010-07-19",14,6,6,2,0,3,3,4,2,2
"1662","2010-07-20",18,10,7,1,3,6,1,7,0,1
"1663","2010-07-21",22,14,6,2,4,9,1,4,2,2
"1664","2010-07-22",18,11,6,1,6,3,2,4,2,1
"1665","2010-07-23",16,10,4,2,1,6,3,1,3,2
"1666","2010-07-24",19,11,7,1,6,4,1,2,5,1
"1667","2010-07-25",20,10,7,3,2,7,1,3,4,3
"1668","2010-07-26",24,15,7,2,4,7,4,4,3,2
"1669","2010-07-27",21,11,7,3,2,7,2,4,3,3
"1670","2010-07-28",24,14,9,1,3,6,5,3,6,1
"1671","2010-07-29",14,5,7,2,0,5,0,4,3,2
"1672","2010-07-30",14,9,4,1,4,4,1,4,0,1
"1673","2010-07-31",30,18,11,1,8,8,2,5,6,1
"1674","2010-08-01",19,11,7,1,7,2,2,5,2,1
"1675","2010-08-02",18,9,6,3,4,4,1,4,2,3
"1676","2010-08-03",17,7,8,2,5,2,0,3,5,2
"1677","2010-08-04",21,11,8,2,5,5,1,3,5,2
"1678","2010-08-05",16,7,7,2,4,3,0,4,3,2
"1679","2010-08-06",26,11,12,3,7,2,2,5,7,3
"1680","2010-08-07",21,15,5,1,6,5,4,5,0,1
"1681","2010-08-08",20,15,4,1,9,2,4,1,3,1
"1682","2010-08-09",28,17,7,4,9,4,4,5,2,4
"1683","2010-08-10",17,8,7,2,3,3,2,6,1,2
"1684","2010-08-11",19,10,6,3,4,4,2,3,3,3
"1685","2010-08-12",20,11,7,2,5,4,2,5,2,2
"1686","2010-08-13",30,14,11,5,5,5,4,6,5,5
"1687","2010-08-14",19,11,6,2,5,5,1,2,4,2
"1688","2010-08-15",18,9,8,1,5,3,1,4,4,1
"1689","2010-08-16",21,15,5,1,4,7,4,3,2,1
"1690","2010-08-17",28,12,12,4,5,6,1,6,6,4
"1691","2010-08-18",22,7,12,3,5,2,0,5,7,3
"1692","2010-08-19",20,11,8,1,4,7,0,3,5,1
"1693","2010-08-20",22,8,10,4,4,4,0,6,4,4
"1694","2010-08-21",23,14,7,2,7,5,2,2,5,2
"1695","2010-08-22",23,13,9,1,3,6,4,3,6,1
"1696","2010-08-23",24,13,11,0,3,9,1,4,7,0
"1697","2010-08-24",18,11,7,0,2,5,4,2,5,0
"1698","2010-08-25",25,14,10,1,3,6,5,5,5,1
"1699","2010-08-26",19,5,12,2,1,1,3,5,7,2
"1700","2010-08-27",28,15,10,3,6,7,2,3,7,3
"1701","2010-08-28",33,16,15,2,5,8,3,7,8,2
"1702","2010-08-29",20,12,8,0,6,4,2,5,3,0
"1703","2010-08-30",27,13,8,6,0,11,2,5,3,6
"1704","2010-08-31",29,10,17,2,2,6,2,7,10,2
"1705","2010-09-01",17,10,7,0,4,3,3,6,1,0
"1706","2010-09-02",15,8,6,1,6,2,0,3,3,1
"1707","2010-09-03",15,3,7,5,2,1,0,2,5,5
"1708","2010-09-04",22,13,4,5,9,1,3,2,2,5
"1709","2010-09-05",12,5,5,2,3,1,1,3,2,2
"1710","2010-09-06",14,11,3,0,7,3,1,1,2,0
"1711","2010-09-07",22,13,7,2,3,6,4,5,2,2
"1712","2010-09-08",20,15,4,1,6,8,1,1,3,1
"1713","2010-09-09",22,8,14,0,3,4,1,5,9,0
"1714","2010-09-10",15,9,5,1,3,5,1,3,2,1
"1715","2010-09-11",16,8,6,2,4,2,2,3,3,2
"1716","2010-09-12",25,12,12,1,3,5,4,9,3,1
"1717","2010-09-13",24,12,11,1,7,3,2,4,7,1
"1718","2010-09-14",17,8,6,3,1,5,2,5,1,3
"1719","2010-09-15",23,12,9,2,4,7,1,3,6,2
"1720","2010-09-16",23,11,11,1,4,4,3,7,4,1
"1721","2010-09-17",22,11,10,1,4,4,3,5,5,1
"1722","2010-09-18",26,11,8,7,8,1,2,4,4,7
"1723","2010-09-19",25,9,12,4,2,5,2,11,1,4
"1724","2010-09-20",20,12,7,1,8,3,1,5,2,1
"1725","2010-09-21",19,11,8,0,8,1,2,5,3,0
"1726","2010-09-22",24,9,10,5,2,5,2,7,3,5
"1727","2010-09-23",20,11,7,2,2,7,2,3,4,2
"1728","2010-09-24",20,6,10,4,4,1,1,4,6,4
"1729","2010-09-25",23,9,12,2,3,2,4,8,4,2
"1730","2010-09-26",22,14,7,1,7,4,3,5,2,1
"1731","2010-09-27",24,12,8,4,6,2,4,4,4,4
"1732","2010-09-28",24,11,12,1,5,3,3,9,3,1
"1733","2010-09-29",22,13,7,2,1,8,4,2,5,2
"1734","2010-09-30",20,10,5,5,2,6,2,3,2,5
"1735","2010-10-01",23,11,11,1,3,4,4,9,2,1
"1736","2010-10-02",21,11,8,2,3,6,2,5,3,2
"1737","2010-10-03",16,9,5,2,4,4,1,4,1,2
"1738","2010-10-04",29,13,12,4,10,2,1,7,5,4
"1739","2010-10-05",22,9,12,1,6,3,0,5,7,1
"1740","2010-10-06",15,7,7,1,2,5,0,1,6,1
"1741","2010-10-07",19,7,9,3,4,2,1,2,7,3
"1742","2010-10-08",14,5,8,1,3,2,0,4,4,1
"1743","2010-10-09",12,7,2,3,5,1,1,0,2,3
"1744","2010-10-10",16,10,5,1,2,6,2,4,1,1
"1745","2010-10-11",20,11,9,0,4,2,5,4,5,0
"1746","2010-10-12",19,9,9,1,3,6,0,5,4,1
"1747","2010-10-13",24,8,14,2,5,0,3,7,7,2
"1748","2010-10-14",15,7,7,1,2,2,3,4,3,1
"1749","2010-10-15",22,11,11,0,2,8,1,7,4,0
"1750","2010-10-16",21,14,7,0,3,10,1,4,3,0
"1751","2010-10-17",23,13,9,1,3,7,3,5,4,1
"1752","2010-10-18",21,11,6,4,5,4,2,1,5,4
"1753","2010-10-19",19,7,10,2,2,2,3,7,3,2
"1754","2010-10-20",24,13,8,3,5,4,4,5,3,3
"1755","2010-10-21",26,17,6,3,5,10,2,4,2,3
"1756","2010-10-22",18,9,9,0,5,3,1,5,4,0
"1757","2010-10-23",15,11,2,2,4,4,3,1,1,2
"1758","2010-10-24",21,9,8,4,4,3,2,5,3,4
"1759","2010-10-25",17,13,4,0,2,6,5,3,1,0
"1760","2010-10-26",19,6,11,2,3,3,0,5,6,2
"1761","2010-10-27",25,12,12,1,5,5,2,5,7,1
"1762","2010-10-28",26,13,12,1,7,4,2,7,5,1
"1763","2010-10-29",20,12,8,0,5,7,0,5,3,0
"1764","2010-10-30",23,17,4,2,8,7,2,4,0,2
"1765","2010-10-31",17,8,8,1,2,3,3,4,4,1
"1766","2010-11-01",25,13,11,1,5,6,2,3,8,1
"1767","2010-11-02",26,13,9,4,4,7,2,6,3,4
"1768","2010-11-03",10,7,3,0,2,5,0,2,1,0
"1769","2010-11-04",24,10,12,2,6,3,1,8,4,2
"1770","2010-11-05",23,14,9,0,2,6,6,4,5,0
"1771","2010-11-06",16,9,6,1,3,4,2,1,5,1
"1772","2010-11-07",13,6,6,1,3,2,1,3,3,1
"1773","2010-11-08",18,8,8,2,5,2,1,4,4,2
"1774","2010-11-09",17,10,4,3,4,4,2,1,3,3
"1775","2010-11-10",16,10,5,1,4,4,2,1,4,1
"1776","2010-11-11",25,14,9,2,7,3,4,6,3,2
"1777","2010-11-12",20,8,10,2,4,2,2,6,4,2
"1778","2010-11-13",21,9,11,1,1,4,4,7,4,1
"1779","2010-11-14",28,12,14,2,7,5,0,7,7,2
"1780","2010-11-15",24,14,6,4,7,5,2,2,4,4
"1781","2010-11-16",18,8,8,2,2,4,2,6,2,2
"1782","2010-11-17",13,9,4,0,3,4,2,1,3,0
"1783","2010-11-18",19,12,7,0,4,5,3,6,1,0
"1784","2010-11-19",18,9,8,1,6,2,1,2,6,1
"1785","2010-11-20",28,12,16,0,4,6,2,7,9,0
"1786","2010-11-21",13,7,6,0,2,2,3,3,3,0
"1787","2010-11-22",24,14,10,0,4,5,5,3,7,0
"1788","2010-11-23",23,12,11,0,4,5,3,4,7,0
"1789","2010-11-24",27,16,8,3,7,5,4,5,3,3
"1790","2010-11-25",21,12,7,2,5,4,3,3,4,2
"1791","2010-11-26",20,10,9,1,4,3,3,5,4,1
"1792","2010-11-27",15,7,8,0,1,4,2,4,4,0
"1793","2010-11-28",24,9,7,8,4,2,3,5,2,8
"1794","2010-11-29",28,19,8,1,10,7,2,5,3,1
"1795","2010-11-30",20,9,9,2,4,2,3,6,3,2
"1796","2010-12-01",22,8,11,3,2,4,2,7,4,3
"1797","2010-12-02",22,10,9,3,2,5,3,3,6,3
"1798","2010-12-03",17,13,3,1,7,5,1,0,3,1
"1799","2010-12-04",21,13,6,2,3,6,4,4,2,2
"1800","2010-12-05",21,12,5,4,7,3,2,2,3,4
"1801","2010-12-06",23,14,6,3,6,6,2,4,2,3
"1802","2010-12-07",24,10,11,3,3,6,1,7,4,3
"1803","2010-12-08",19,10,5,4,5,3,2,1,4,4
"1804","2010-12-09",19,7,9,3,3,2,2,4,5,3
"1805","2010-12-10",18,9,7,2,6,1,2,4,3,2
"1806","2010-12-11",22,10,9,3,7,3,0,6,3,3
"1807","2010-12-12",22,9,11,2,3,6,0,5,6,2
"1808","2010-12-13",14,4,7,3,2,2,0,5,2,3
"1809","2010-12-14",18,7,8,3,2,3,2,4,4,3
"1810","2010-12-15",23,9,10,4,4,2,3,5,5,4
"1811","2010-12-16",22,10,8,4,3,2,5,6,2,4
"1812","2010-12-17",21,15,5,1,7,6,2,2,3,1
"1813","2010-12-18",29,11,13,5,6,3,2,6,7,5
"1814","2010-12-19",22,11,10,1,9,1,1,5,5,1
"1815","2010-12-20",28,14,11,3,6,6,2,4,7,3
"1816","2010-12-21",18,10,7,1,4,2,4,5,2,1
"1817","2010-12-22",15,4,9,2,2,1,1,4,5,2
"1818","2010-12-23",18,7,11,0,2,2,3,6,5,0
"1819","2010-12-24",27,14,9,4,8,4,2,6,3,4
"1820","2010-12-25",17,8,5,4,3,4,1,0,5,4
"1821","2010-12-26",24,11,8,5,5,4,2,7,1,5
"1822","2010-12-27",22,9,12,1,6,3,0,4,8,1
"1823","2010-12-28",26,14,8,4,7,7,0,3,5,4
"1824","2010-12-29",18,7,8,3,1,3,3,6,2,3
"1825","2010-12-30",16,8,8,0,6,2,0,3,5,0
"1826","2010-12-31",23,13,9,1,5,7,1,4,5,1
"1827","2011-01-01",18,11,6,1,5,5,1,2,4,1
"1828","2011-01-02",26,8,17,1,4,2,2,7,10,1
"1829","2011-01-03",27,14,10,3,5,6,3,6,4,3
"1830","2011-01-04",25,14,10,1,4,7,3,6,4,1
"1831","2011-01-05",28,14,10,4,5,6,3,3,7,4
"1832","2011-01-06",20,11,7,2,6,5,0,1,6,2
"1833","2011-01-07",29,14,13,2,5,6,3,7,6,2
"1834","2011-01-08",20,9,10,1,3,4,2,7,3,1
"1835","2011-01-09",21,14,7,0,4,7,3,5,2,0
"1836","2011-01-10",30,15,14,1,7,6,2,6,8,1
"1837","2011-01-11",26,10,16,0,1,5,4,11,5,0
"1838","2011-01-12",12,9,3,0,3,4,2,2,1,0
"1839","2011-01-13",19,9,9,1,4,4,1,4,5,1
"1840","2011-01-14",29,13,14,2,5,5,3,5,9,2
"1841","2011-01-15",21,4,14,3,1,1,2,7,7,3
"1842","2011-01-16",17,7,8,2,3,2,2,7,1,2
"1843","2011-01-17",22,12,7,3,3,5,4,3,4,3
"1844","2011-01-18",23,7,13,3,3,2,2,7,6,3
"1845","2011-01-19",20,10,9,1,6,3,1,3,6,1
"1846","2011-01-20",21,16,4,1,7,6,3,2,2,1
"1847","2011-01-21",30,14,13,3,5,8,1,4,9,3
"1848","2011-01-22",32,16,12,4,8,6,2,5,7,4
"1849","2011-01-23",13,8,4,1,2,4,2,4,0,1
"1850","2011-01-24",20,13,5,2,5,6,2,2,3,2
"1851","2011-01-25",29,16,12,1,5,8,3,5,7,1
"1852","2011-01-26",23,8,13,2,4,2,2,6,7,2
"1853","2011-01-27",12,7,4,1,4,2,1,1,3,1
"1854","2011-01-28",16,6,8,2,5,1,0,3,5,2
"1855","2011-01-29",24,9,14,1,1,4,4,9,5,1
"1856","2011-01-30",20,7,11,2,4,2,1,6,5,2
"1857","2011-01-31",22,13,5,4,7,3,3,3,2,4
"1858","2011-02-01",19,9,10,0,3,3,3,6,4,0
"1859","2011-02-02",22,11,9,2,3,6,2,5,4,2
"1860","2011-02-03",18,9,8,1,6,3,0,4,4,1
"1861","2011-02-04",22,4,16,2,2,2,0,7,9,2
"1862","2011-02-05",18,16,2,0,7,6,3,1,1,0
"1863","2011-02-06",19,8,8,3,1,5,2,4,4,3
"1864","2011-02-07",15,10,4,1,5,3,2,1,3,1
"1865","2011-02-08",23,10,11,2,4,4,2,7,4,2
"1866","2011-02-09",14,8,5,1,5,2,1,3,2,1
"1867","2011-02-10",23,9,12,2,3,4,2,5,7,2
"1868","2011-02-11",20,9,7,4,2,5,2,4,3,4
"1869","2011-02-12",21,10,10,1,2,6,2,7,3,1
"1870","2011-02-13",17,4,9,4,2,2,0,5,4,4
"1871","2011-02-14",17,5,10,2,2,3,0,4,6,2
"1872","2011-02-15",20,10,8,2,4,5,1,5,3,2
"1873","2011-02-16",24,11,11,2,6,4,1,6,5,2
"1874","2011-02-17",23,9,13,1,3,5,1,9,4,1
"1875","2011-02-18",14,7,6,1,4,1,2,3,3,1
"1876","2011-02-19",17,7,7,3,3,1,3,4,3,3
"1877","2011-02-20",20,10,10,0,5,3,2,5,5,0
"1878","2011-02-21",17,6,11,0,2,2,2,6,5,0
"1879","2011-02-22",22,7,14,1,3,3,1,7,7,1
"1880","2011-02-23",24,13,9,2,4,6,3,6,3,2
"1881","2011-02-24",21,10,7,4,4,4,2,4,3,4
"1882","2011-02-25",23,12,10,1,4,5,3,5,5,1
"1883","2011-02-26",31,14,13,4,6,8,0,6,7,4
"1884","2011-02-27",19,6,9,4,1,4,1,4,5,4
"1885","2011-02-28",19,9,7,3,2,5,2,3,4,3
"1886","2011-03-01",22,9,12,1,4,4,1,7,5,1
"1887","2011-03-02",17,8,6,3,3,3,2,3,3,3
"1888","2011-03-03",20,9,7,4,3,4,2,3,4,4
"1889","2011-03-04",24,11,10,3,4,3,4,6,4,3
"1890","2011-03-05",29,17,11,1,7,7,3,8,3,1
"1891","2011-03-06",25,9,11,5,5,2,2,5,6,5
"1892","2011-03-07",22,11,8,3,5,4,2,5,3,3
"1893","2011-03-08",22,11,9,2,5,4,2,1,8,2
"1894","2011-03-09",23,11,11,1,5,5,1,5,6,1
"1895","2011-03-10",14,11,2,1,4,4,3,2,0,1
"1896","2011-03-11",18,5,9,4,2,2,1,2,7,4
"1897","2011-03-12",23,12,9,2,3,3,6,4,5,2
"1898","2011-03-13",23,10,11,2,3,6,1,5,6,2
"1899","2011-03-14",15,9,3,3,5,2,2,1,2,3
"1900","2011-03-15",24,16,6,2,4,9,3,6,0,2
"1901","2011-03-16",23,17,5,1,5,9,3,2,3,1
"1902","2011-03-17",25,14,9,2,7,2,5,7,2,2
"1903","2011-03-18",21,13,8,0,4,3,6,4,4,0
"1904","2011-03-19",20,7,11,2,0,5,2,3,8,2
"1905","2011-03-20",19,10,6,3,2,6,2,4,2,3
"1906","2011-03-21",20,13,7,0,3,6,4,4,3,0
"1907","2011-03-22",27,16,11,0,4,8,4,6,5,0
"1908","2011-03-23",22,10,12,0,4,5,1,5,7,0
"1909","2011-03-24",25,16,5,4,5,10,1,3,2,4
"1910","2011-03-25",21,11,9,1,5,4,2,1,8,1
"1911","2011-03-26",21,7,11,3,4,2,1,6,5,3
"1912","2011-03-27",22,10,10,2,6,3,1,2,8,2
"1913","2011-03-28",19,12,5,2,2,7,3,3,2,2
"1914","2011-03-29",18,9,8,1,5,3,1,4,4,1
"1915","2011-03-30",22,11,10,1,6,3,2,7,3,1
"1916","2011-03-31",23,12,10,1,4,6,2,6,4,1
"1917","2011-04-01",27,16,8,3,5,5,6,2,6,3
"1918","2011-04-02",17,10,6,1,3,5,2,1,5,1
"1919","2011-04-03",19,9,8,2,3,4,2,6,2,2
"1920","2011-04-04",19,10,5,4,3,6,1,1,4,4
"1921","2011-04-05",21,9,11,1,4,3,2,4,7,1
"1922","2011-04-06",13,6,5,2,3,3,0,1,4,2
"1923","2011-04-07",20,8,10,2,3,3,2,5,5,2
"1924","2011-04-08",19,10,8,1,3,6,1,4,4,1
"1925","2011-04-09",18,5,12,1,1,3,1,10,2,1
"1926","2011-04-10",15,11,3,1,5,3,3,1,2,1
"1927","2011-04-11",23,11,10,2,5,4,2,6,4,2
"1928","2011-04-12",21,11,8,2,4,6,1,6,2,2
"1929","2011-04-13",24,12,12,0,5,5,2,5,7,0
"1930","2011-04-14",23,11,11,1,2,5,4,6,5,1
"1931","2011-04-15",24,14,5,5,5,4,5,2,3,5
"1932","2011-04-16",20,8,6,6,4,3,1,3,3,6
"1933","2011-04-17",23,16,6,1,8,5,3,3,3,1
"1934","2011-04-18",20,12,8,0,7,3,2,2,6,0
"1935","2011-04-19",24,15,8,1,6,8,1,1,7,1
"1936","2011-04-20",21,9,10,2,4,3,2,3,7,2
"1937","2011-04-21",27,12,11,4,8,4,0,7,4,4
"1938","2011-04-22",12,6,3,3,3,3,0,1,2,3
"1939","2011-04-23",18,13,5,0,4,7,2,4,1,0
"1940","2011-04-24",20,14,6,0,9,5,0,4,2,0
"1941","2011-04-25",20,6,10,4,2,3,1,5,5,4
"1942","2011-04-26",17,10,5,2,5,3,2,3,2,2
"1943","2011-04-27",16,11,2,3,3,7,1,1,1,3
"1944","2011-04-28",31,14,12,5,9,3,2,5,7,5
"1945","2011-04-29",23,11,8,4,3,4,4,3,5,4
"1946","2011-04-30",31,17,12,2,6,9,2,6,6,2
"1947","2011-05-01",21,13,6,2,8,5,0,4,2,2
"1948","2011-05-02",22,15,5,2,8,5,2,1,4,2
"1949","2011-05-03",21,11,9,1,4,6,1,6,3,1
"1950","2011-05-04",19,8,10,1,4,4,0,4,6,1
"1951","2011-05-05",17,8,6,3,7,1,0,4,2,3
"1952","2011-05-06",26,18,5,3,10,6,2,1,4,3
"1953","2011-05-07",16,7,8,1,1,3,3,5,3,1
"1954","2011-05-08",20,9,7,4,4,5,0,5,2,4
"1955","2011-05-09",25,15,10,0,9,2,4,4,6,0
"1956","2011-05-10",24,14,8,2,7,4,3,4,4,2
"1957","2011-05-11",27,11,10,6,6,3,2,6,4,6
"1958","2011-05-12",22,12,8,2,5,6,1,4,4,2
"1959","2011-05-13",23,9,13,1,2,5,2,7,6,1
"1960","2011-05-14",20,10,8,2,4,3,3,3,5,2
"1961","2011-05-15",20,8,9,3,6,1,1,5,4,3
"1962","2011-05-16",18,6,9,3,0,5,1,7,2,3
"1963","2011-05-17",27,13,13,1,7,3,3,5,8,1
"1964","2011-05-18",23,12,5,6,4,6,2,2,3,6
"1965","2011-05-19",12,6,5,1,3,1,2,2,3,1
"1966","2011-05-20",21,15,5,1,11,4,0,3,2,1
"1967","2011-05-21",27,18,8,1,6,7,5,4,4,1
"1968","2011-05-22",25,15,6,4,7,7,1,3,3,4
"1969","2011-05-23",18,5,12,1,1,2,2,6,6,1
"1970","2011-05-24",22,15,7,0,7,6,2,4,3,0
"1971","2011-05-25",20,12,5,3,1,6,5,3,2,3
"1972","2011-05-26",29,16,11,2,8,4,4,6,5,2
"1973","2011-05-27",20,7,10,3,3,2,2,8,2,3
"1974","2011-05-28",23,14,9,0,6,6,2,2,7,0
"1975","2011-05-29",12,3,9,0,2,1,0,5,4,0
"1976","2011-05-30",32,20,8,4,5,11,4,3,5,4
"1977","2011-05-31",29,15,11,3,8,5,2,6,5,3
"1978","2011-06-01",24,12,10,2,7,4,1,4,6,2
"1979","2011-06-02",25,18,6,1,12,2,4,3,3,1
"1980","2011-06-03",21,12,8,1,6,3,3,4,4,1
"1981","2011-06-04",18,8,9,1,3,3,2,4,5,1
"1982","2011-06-05",19,11,6,2,4,4,3,1,5,2
"1983","2011-06-06",18,13,3,2,5,6,2,2,1,2
"1984","2011-06-07",19,8,10,1,3,5,0,8,2,1
"1985","2011-06-08",26,12,11,3,6,3,3,5,6,3
"1986","2011-06-09",17,9,5,3,3,6,0,5,0,3
"1987","2011-06-10",18,10,6,2,2,6,2,4,2,2
"1988","2011-06-11",24,10,13,1,4,6,0,8,5,1
"1989","2011-06-12",25,14,10,1,7,6,1,7,3,1
"1990","2011-06-13",24,13,10,1,4,8,1,6,4,1
"1991","2011-06-14",25,18,6,1,8,6,4,3,3,1
"1992","2011-06-15",21,7,11,3,2,2,3,6,5,3
"1993","2011-06-16",23,10,8,5,5,4,1,3,5,5
"1994","2011-06-17",26,13,11,2,6,3,4,3,8,2
"1995","2011-06-18",23,9,12,2,4,5,0,7,5,2
"1996","2011-06-19",20,12,7,1,4,5,3,3,4,1
"1997","2011-06-20",27,13,13,1,8,4,1,5,8,1
"1998","2011-06-21",13,7,6,0,4,0,3,1,5,0
"1999","2011-06-22",29,12,13,4,4,8,0,7,6,4
"2000","2011-06-23",27,12,11,4,4,4,4,5,6,4
"2001","2011-06-24",22,15,7,0,6,5,4,4,3,0
"2002","2011-06-25",26,15,8,3,6,7,2,5,3,3
"2003","2011-06-26",21,9,11,1,4,2,3,1,10,1
"2004","2011-06-27",24,9,8,7,3,5,1,3,5,7
"2005","2011-06-28",19,16,3,0,8,7,1,3,0,0
"2006","2011-06-29",20,10,10,0,3,4,3,6,4,0
"2007","2011-06-30",21,10,8,3,3,5,2,3,5,3
"2008","2011-07-01",13,7,6,0,2,4,1,3,3,0
"2009","2011-07-02",18,8,10,0,3,5,0,5,5,0
"2010","2011-07-03",23,12,9,2,8,3,1,6,3,2
"2011","2011-07-04",19,10,7,2,4,6,0,4,3,2
"2012","2011-07-05",11,4,6,1,2,1,1,3,3,1
"2013","2011-07-06",27,16,7,4,4,9,3,2,5,4
"2014","2011-07-07",17,9,7,1,2,5,2,3,4,1
"2015","2011-07-08",18,9,7,2,3,4,2,0,7,2
"2016","2011-07-09",21,13,7,1,5,4,4,5,2,1
"2017","2011-07-10",21,10,9,2,7,3,0,5,4,2
"2018","2011-07-11",21,14,6,1,6,6,2,3,3,1
"2019","2011-07-12",23,9,12,2,2,1,6,6,6,2
"2020","2011-07-13",15,7,5,3,1,5,1,3,2,3
"2021","2011-07-14",17,6,6,5,4,1,1,3,3,5
"2022","2011-07-15",22,11,8,3,5,3,3,6,2,3
"2023","2011-07-16",26,10,11,5,6,3,1,8,3,5
"2024","2011-07-17",13,6,2,5,4,2,0,1,1,5
"2025","2011-07-18",15,9,5,1,6,2,1,3,2,1
"2026","2011-07-19",23,10,11,2,3,6,1,3,8,2
"2027","2011-07-20",27,11,14,2,6,5,0,8,6,2
"2028","2011-07-21",25,10,11,4,3,4,3,7,4,4
"2029","2011-07-22",19,14,4,1,9,1,4,3,1,1
"2030","2011-07-23",23,12,9,2,7,5,0,5,4,2
"2031","2011-07-24",24,13,10,1,6,4,3,3,7,1
"2032","2011-07-25",20,8,11,1,4,3,1,2,9,1
"2033","2011-07-26",17,12,5,0,4,7,1,3,2,0
"2034","2011-07-27",28,13,10,5,3,5,5,9,1,5
"2035","2011-07-28",19,12,7,0,7,3,2,5,2,0
"2036","2011-07-29",19,12,5,2,5,4,3,1,4,2
"2037","2011-07-30",22,12,8,2,3,7,2,4,4,2
"2038","2011-07-31",25,15,8,2,5,4,6,1,7,2
"2039","2011-08-01",22,12,9,1,6,3,3,3,6,1
"2040","2011-08-02",13,6,3,4,3,3,0,0,3,4
"2041","2011-08-03",17,9,5,3,4,2,3,1,4,3
"2042","2011-08-04",26,13,11,2,4,6,3,7,4,2
"2043","2011-08-05",24,13,8,3,9,2,2,3,5,3
"2044","2011-08-06",15,5,10,0,3,2,0,6,4,0
"2045","2011-08-07",20,11,7,2,5,5,1,5,2,2
"2046","2011-08-08",15,6,9,0,1,4,1,5,4,0
"2047","2011-08-09",18,5,11,2,0,5,0,5,6,2
"2048","2011-08-10",19,8,10,1,3,2,3,7,3,1
"2049","2011-08-11",25,18,7,0,10,7,1,3,4,0
"2050","2011-08-12",18,6,7,5,3,2,1,4,3,5
"2051","2011-08-13",20,13,7,0,4,6,3,4,3,0
"2052","2011-08-14",18,8,8,2,3,4,1,5,3,2
"2053","2011-08-15",20,7,9,4,3,2,2,2,7,4
"2054","2011-08-16",24,14,7,3,6,6,2,3,4,3
"2055","2011-08-17",26,12,11,3,4,4,4,9,2,3
"2056","2011-08-18",21,9,9,3,5,4,0,4,5,3
"2057","2011-08-19",23,12,8,3,6,5,1,6,2,3
"2058","2011-08-20",19,10,8,1,3,3,4,4,4,1
"2059","2011-08-21",29,14,13,2,8,3,3,7,6,2
"2060","2011-08-22",19,7,10,2,3,4,0,4,6,2
"2061","2011-08-23",19,10,6,3,3,5,2,3,3,3
"2062","2011-08-24",22,15,7,0,3,7,5,4,3,0
"2063","2011-08-25",15,8,6,1,3,3,2,3,3,1
"2064","2011-08-26",33,11,17,5,4,7,0,11,6,5
"2065","2011-08-27",19,9,9,1,2,6,1,7,2,1
"2066","2011-08-28",24,9,10,5,1,7,1,5,5,5
"2067","2011-08-29",28,14,10,4,5,7,2,4,6,4
"2068","2011-08-30",28,18,8,2,11,3,4,4,4,2
"2069","2011-08-31",20,11,9,0,3,4,4,3,6,0
"2070","2011-09-01",24,9,12,3,2,5,2,6,6,3
"2071","2011-09-02",32,19,11,2,6,11,2,4,7,2
"2072","2011-09-03",32,13,17,2,6,5,2,10,7,2
"2073","2011-09-04",16,8,7,1,4,4,0,3,4,1
"2074","2011-09-05",18,8,9,1,2,5,1,6,3,1
"2075","2011-09-06",31,14,13,4,4,5,5,10,3,4
"2076","2011-09-07",19,9,9,1,3,4,2,5,4,1
"2077","2011-09-08",24,7,16,1,1,3,3,6,10,1
"2078","2011-09-09",13,8,4,1,4,3,1,2,2,1
"2079","2011-09-10",21,8,11,2,3,3,2,3,8,2
"2080","2011-09-11",27,14,11,2,5,4,5,5,6,2
"2081","2011-09-12",22,8,11,3,2,5,1,7,4,3
"2082","2011-09-13",15,6,3,6,1,4,1,1,2,6
"2083","2011-09-14",19,8,8,3,3,2,3,1,7,3
"2084","2011-09-15",20,14,4,2,6,6,2,2,2,2
"2085","2011-09-16",26,17,5,4,6,6,5,5,0,4
"2086","2011-09-17",25,13,11,1,3,7,3,8,3,1
"2087","2011-09-18",25,10,14,1,5,4,1,7,7,1
"2088","2011-09-19",16,9,5,2,3,4,2,0,5,2
"2089","2011-09-20",28,18,8,2,9,7,2,1,7,2
